Week,Mun,Ncasos,Year,Ncasos_lead,Ncasos_lag,Ncasos_lagroll_15,Ncasos_lagroll_30,EDAR,nHab,N1,N2,IP4,E,caudal,lluvia,Fecha,sars2,sars,n1_fill,f_num,n1_loess,n1_loess_15,n1_loess_30,sars_loess,sars_loess_15,sars_loess_30,sars2_loess,sars2_loess_15,sars2_loess_30,Month
2022 13,SARRIÀ DE TER,13,2022,12,25,31.5,42.75,GIRONA,5294,387389,NA,190256,NA,42231,0,2022-03-28,190256,387389,387389,19079,736589.4749615085,789539.8964518773,804223.4838480513,765559.3882882942,825819.635822331,838357.4943972293,392555.61775826826,478576.4683624811,510267.95253021317,03
2022 14,SARRIÀ DE TER,12,2022,14,13,19,28.5,GIRONA,5294,881340,NA,182834,NA,43556,0,2022-04-04,182834,881340,881340,19086,842490.3179422461,899923.5176307508,911440.4524239729,886079.8833563675,948535.5590853025,950815.7802604446,564597.3189666938,654431.1897754957,643651.648348266,04
2022 15,SARRIÀ DE TER,14,2022,13,12,12.5,22,GIRONA,5294,1199712,NA,1392878,NA,40022,0,2022-04-11,1392878,1392878,1199712,19093,957356.7173192555,1033341.0083960688,1032763.1979521799,1010991.2348142373,1075811.9246985586,1069609.57296838,744265.0605842974,808726.8283340511,783524.5835268814,04
2022 16,SARRIÀ DE TER,13,2022,15,14,13,16,GIRONA,5294,1348042,NA,823353,NA,40582,0.78,2022-04-19,823353,1348042,1348042,19101,1109325.2994728822,1165602.8782736093,1149141.8546298689,1140632.61458288,1190683.5868514578,1183350.0642846427,873188.5960838046,912617.9772782673,884254.0860631902,04
2022 17,SARRIÀ DE TER,15,2022,21,13,13.5,13,GIRONA,5294,1124755,NA,1136446,NA,44197,0.26,2022-04-25,1136446,1136446,1124755,19107,1221880.4570743367,1264942.7008636694,1244734.6495203676,1240734.5591200357,1290888.2038707272,1278144.5422311747,952047.3584727298,959781.3437923295,933827.5932877454,04
2022 18,SARRIÀ DE TER,21,2022,24,15,14,13.5,GIRONA,5294,1009449,NA,653403,NA,41739,0.2,2022-05-02,653403,1009449,1009449,19114,1308004.944653002,1323866.4207671261,1282452.0097201855,1341041.8486214185,1365605.497610892,1303756.1540933014,967515.3291119292,955037.2092972236,913946.8328368441,05
2022 19,SARRIÀ DE TER,24,2022,28,21,18,15.75,GIRONA,5294,649131,NA,547498,NA,41449,0,2022-05-09,547498,649131,649131,19121,1339727.8968812504,1299961.3185767021,1273239.6655324122,1390169.1466003652,1316624.104315876,1283813.3782523982,942559.0894825179,868112.3218813586,858980.8862921264,05
2022 20,SARRIÀ DE TER,28,2022,13,24,22.5,18.25,GIRONA,5294,2945034,NA,1547100,NA,41237,0,2022-05-16,1547100,2945034,2945034,19128,1260194.7402721539,1222612.9102976983,1210814.796576649,1243079.0620313867,1202021.258893905,1281528.494142674,793665.5542801993,762924.563287029,891632.8637378035,05
2022 21,SARRIÀ DE TER,13,2022,13,28,26,22,GIRONA,5294,735165,NA,1107704,NA,41108,0.26,2022-05-23,1107704,1107704,735165,19135,1185031.080323243,1121668.2745765962,1130391.1877205689,1160963.455756423,1246432.8839694723,1333665.5865712622,732183.5722938587,915153.4055942483,1033696.0949561778,05
2022 22,SARRIÀ DE TER,13,2022,15,13,20.5,21.5,GIRONA,5294,584199,NA,329040,NA,40798,0,2022-05-30,329040,584199,584199,19142,1058305.4688299494,1038169.4651434395,1189995.7009796673,1331902.3121825212,1465309.9142486197,1580043.663128162,1098123.238894638,1304467.6266253265,1303286.8435910852,05
2022 23,SARRIÀ DE TER,15,2022,18,13,13,19.5,GIRONA,5294,1005902,NA,1025653,NA,NA,NA,2022-06-06,1025653,1025653,1005902,19149,1018033.4614569297,1258323.1273827385,1380841.9735313777,1598717.516314718,1913654.442286852,1975357.4656170479,1510812.0143560148,1691420.281587922,1644496.788824068,06
2022 24,SARRIÀ DE TER,18,2022,30,15,14,17.25,GIRONA,5294,1248259,NA,702769,NA,40016,0,2022-06-13,702769,1248259,1248259,19156,1498612.7933085475,1723514.481919316,1675560.2338660257,2228591.368258986,2485405.0169854765,2386752.10383788,1872028.5488198292,1984525.9510228094,1895680.8450406822,06
2022 25,SARRIÀ DE TER,30,2022,18,18,16.5,14.75,GIRONA,5294,1723891,NA,5092023,NA,41513,0,2022-06-20,5092023,5092023,1723891,19163,1948416.1705300848,2092797.3403493129,1946689.696769321,2742218.6657119663,2859849.765388908,2648013.0183949103,2097023.3532257893,2099941.4084934425,1951063.3807340364,06
2022 26,SARRIÀ DE TER,18,2022,14,30,24,19,GIRONA,5294,2080999,NA,2133075,NA,46146,2.86,2022-06-27,2133075,2133075,2080999,19170,2237178.510168541,2169864.9116193266,2046426.46365681,2977480.865065849,2810621.019804345,2647266.288354927,2102859.463761096,1917600.8104452637,1809382.3099288133,06
2022 27,SARRIÀ DE TER,14,2022,11,18,24,20.25,GIRONA,5294,4420509,NA,783063,NA,41074,0,2022-07-04,783063,4420509,4420509,19177,2102551.313070112,2000055.5869643076,1953485.4463556844,2643761.1745428406,2434682.811320947,2380754.612252916,1732342.1571294316,1518823.211364184,1483664.0405713532,07
2022 28,SARRIÀ DE TER,11,2022,8,14,16,20,GIRONA,5294,1515740,NA,1218175,NA,39733,0,2022-07-11,1218175,1515740,1515740,19184,1897559.8608585033,1737105.9810920425,1702998.595228142,2225604.448099053,1950888.2047014874,1916067.6563071175,1305304.2655989362,1049727.2706974428,1030341.8805907022,07
2022 29,SARRIÀ DE TER,8,2022,2,11,12.5,18.25,GIRONA,5294,754238,NA,363961,NA,41705,0,2022-07-18,363961,754238,754238,19191,1576652.1013255818,1405941.6034919769,1420670.2843067646,1676171.9613039216,1397452.5012932885,1472559.1485030428,794150.2757959492,541860.5498172204,602307.9884460021,07
2022 30,SARRIÀ DE TER,2,2022,NA,8,9.5,12.75,GIRONA,5294,330035,NA,51742,NA,38957,0,2022-07-25,51742,330035,330035,19198,1235231.1056583722,1104234.5875214871,1166100.9085865712,1118733.0412826552,994230.0923045984,1135978.625972712,289570.8238384916,154888.70619456173,277739.9049404155,07
2020 28,TARRAGONA,27,2020,38,7,7,5,TARRAGONA,136496,500,NA,NA,500,23418,0,2020-07-06,500,500,500,18449,940.6369626880766,681.5015990274304,NA,940.6369626880766,681.5015990274304,NA,765.6444774441491,609.9229320326117,NA,07
2020 29,TARRAGONA,38,2020,35,27,17,10.75,TARRAGONA,136496,450,NA,NA,450,22669,0,2020-07-13,450,450,450,18456,422.3662353667843,253.8164451741984,362.0674632591183,422.3662353667843,253.8164451741984,362.0674632591183,454.20138662107445,349.35311301568004,405.176772664395,07
2020 30,TARRAGONA,35,2020,47,38,32.5,19.75,TARRAGONA,136496,600,NA,NA,600,22177,0,2020-07-20,600,600,600,18463,85.26665498161249,42.633327490806266,143.75545018265584,85.26665498161249,42.633327490806266,143.75545018265584,244.50483941028574,200.4306132961782,263.17994748744405,07
2020 31,TARRAGONA,47,2020,53,35,36.5,26.75,TARRAGONA,136496,450,NA,NA,450,23356,0,2020-07-27,450,450,450,18470,0,33.69445519111334,136.49720662638532,0,33.69445519111334,136.49720662638532,156.35638718207076,177.00678195920796,239.77631708693468,07
2020 32,TARRAGONA,53,2020,94,47,41,36.75,TARRAGONA,136496,360,360,NA,NA,23016,0,2020-08-03,360,360,360,18477,67.38891038222664,230.3610857619645,354.06712777601405,67.38891038222664,230.3610857619645,354.06712777601405,197.65717673634526,279.12202087769106,343.19440055107117,08
2020 33,TARRAGONA,94,2020,120,53,50,43.25,TARRAGONA,136496,435,300,NA,NA,22871,0,2020-08-10,300,435,435,18484,393.3332611417023,674.4398003609149,354.06712777601405,393.3332611417023,674.4398003609149,354.06712777601405,360.5868650190369,509.38201914293427,387.3385662699592,08
2020 34,TARRAGONA,120,2020,148,94,73.5,57.25,TARRAGONA,136496,420,420,NA,420,23268,0,2020-08-17,420,420,420,18491,955.5463395801274,477.7731697900637,337.2199001804574,955.5463395801274,477.7731697900637,337.2199001804574,658.1771732668318,495.5551116622272,416.1048191749234,08
2020 35,TARRAGONA,148,2020,119,120,107,78.5,TARRAGONA,136496,693,450,NA,450,23025,0,2020-08-24,450,693,693,18498,0,2.1316282072803006e-14,623.4731974126634,0,2.1316282072803006e-14,425.6999112465555,332.9330500576227,322.8276192069124,441.6847346872944,08
2020 36,TARRAGONA,119,2020,91,148,134,103.75,TARRAGONA,136496,450,450,NA,NA,22370,0,2020-08-31,450,450,450,18505,0,769.1732250352629,2497.826880040575,0,373.6266527030473,1975.6906726595575,312.7221883562022,387.8143577123615,953.5433011540624,08
2020 37,TARRAGONA,91,2020,127,119,133.5,120.25,TARRAGONA,136496,13066,7410,NA,NA,19374,0,2020-09-07,7410,13066,13066,18512,1538.3464500705259,4995.65376008115,9187.996023406151,747.2533054060946,3951.381345319115,8603.756734490751,462.906527068521,1584.2589831012124,3181.5666536141903,09
2020 38,TARRAGONA,127,2020,109,91,105,119.5,TARRAGONA,136496,414,325,NA,NA,24448,0,2020-09-14,325,414,414,18519,8452.961070091773,17606.818821777037,20476.001316391586,7155.509385232135,16833.886816278457,20403.37722961889,2705.611439133904,5975.3189495160195,7680.936869741573,09
2020 39,TARRAGONA,109,2020,164,127,109,121.25,TARRAGONA,136496,143,143,NA,NA,25018,0,2020-09-21,143,143,143,18526,26760.676573462304,35956.34887270202,35161.92495035171,26512.264247324776,36855.373113918664,37228.06946803331,9245.026459898134,13777.614756381934,16332.073272490414,09
2020 40,TARRAGONA,164,2020,253,109,118,111.5,TARRAGONA,136496,2802,2307,NA,NA,22996,0,2020-09-28,2307,2802,2802,18533,45152.02117194174,52717.03107892639,51259.32869305868,47198.48198051256,57622.25211978816,56855.313950454205,18310.203052865734,26688.82759546481,28518.58965307489,09
2020 41,TARRAGONA,253,2020,323,164,136.5,122.75,TARRAGONA,136496,178481,71884,NA,NA,22704,0,2020-10-05,71884,178481,178481,18540,60282.04098591103,66562.30851341534,62360.45692942421,68046.02225906376,76855.25478698972,71509.08492645889,35067.45213806388,43259.564549767856,41465.13599621693,10
2020 42,TARRAGONA,323,2020,723,253,208.5,163.25,TARRAGONA,136496,40708,14594,NA,NA,24839,0,2020-10-12,14594,40708,40708,18547,72842.57604091964,72003.88277992203,67433.1783553456,85664.4873149157,85395.91773312961,79502.41103516579,51451.67696147182,56241.444396969055,53382.4846898028,10
2020 43,TARRAGONA,723,2020,660,323,288,212.25,TARRAGONA,136496,18278,73209,NA,NA,25741,0,2020-10-19,73209,73209,18278,18554,71165.18951892442,68304.04819727587,68388.14871049566,85127.34815134353,82149.56728334184,80572.73018465591,61031.21183246628,63505.40482983775,59202.41485509141,10
2020 44,TARRAGONA,660,2020,573,723,523,365.75,TARRAGONA,136496,90092,82974,NA,NA,23110,0,2020-10-26,82974,90092,90092,18561,65442.906875627305,64772.4146410693,65846.3921369504,79171.78641534016,75749.54263618222,75459.02516372764,65979.59782720922,62163.38531321378,58424.08633479205,10
2020 45,TARRAGONA,573,2020,389,660,691.5,489.75,TARRAGONA,136496,92617,68413,NA,NA,27811,0,2020-11-02,68413,92617,92617,18568,64101.92240651129,63388.73607662492,63433.45394053621,72327.29885702427,68768.48304411343,69787.33580883498,58347.17279921834,53342.76783974636,52677.01229316705,11
2020 46,TARRAGONA,389,2020,214,573,616.5,569.75,TARRAGONA,136496,25156,30943,NA,NA,26162,0,2020-11-09,30943,30943,25156,18575,62675.54974673854,62094.49324000312,60516.812480609275,65209.66723120258,63825.128981487724,64819.44371380093,48338.36288027438,43190.63927312032,45350.533148557275,11
2020 47,TARRAGONA,214,2020,123,389,481,586.25,TARRAGONA,136496,50650,52214,NA,NA,25080,0,2020-11-16,52214,52214,50650,18582,61513.43673326769,57644.88888459364,56033.92953126433,62440.59073177287,60870.404383488436,61042.780607623616,38042.91566596627,37358.2984573682,40221.49655618946,11
2020 48,TARRAGONA,123,2020,117,214,301.5,459,TARRAGONA,136496,98516,10716,NA,NA,34841,0,2020-11-23,10716,98516,98516,18589,53776.341035919584,49973.36582252554,49916.93665176035,59300.218035204,58260.4322337595,57674.6835061672,36673.681248770125,37252.35383925859,37761.46961760665,11
2020 49,TARRAGONA,117,2020,226,123,168.5,324.75,TARRAGONA,136496,20731,24378,NA,NA,25307,0,2020-11-30,24378,24378,20731,18596,46170.3906091315,42188.98441892706,43671.987537616136,57220.646432315,54478.962628845955,54897.3063770728,37831.02642974706,38164.64077784511,38987.14100425306,11
2020 50,TARRAGONA,226,2020,244,117,120,210.75,TARRAGONA,136496,44538,85279,NA,NA,NA,NA,2020-12-08,85279,85279,44538,18604,38207.57822872262,37370.60925270672,43875.888559124156,51737.27882537692,51534.18052038609,57207.8587268667,38498.25512594316,40721.92816924754,45342.98143983599,12
2020 51,TARRAGONA,244,2020,250,226,171.5,170,TARRAGONA,136496,42657,40273,NA,NA,23943,0,2020-12-14,40273,42657,42657,18610,36533.64027669083,45562.79269932125,50709.07178300332,51331.08221539527,59936.75482488744,64455.852882154984,42945.60121255192,52521.32210182688,55998.555307347546,12
2020 52,TARRAGONA,250,2020,338,244,235,177.5,TARRAGONA,136496,20532,40260,NA,NA,23488,0,2020-12-21,40260,40260,20532,18617,54591.94512195167,64047.53431329992,61458.55245382603,68542.42743437961,77377.52524392387,75225.59825784514,62097.042991101844,71275.18244544757,68784.53423916675,12
2020 53,TARRAGONA,338,2020,568,250,247,209.25,TARRAGONA,136496,86392,57691,NA,NA,25230,0,2020-12-28,57691,86392,86392,18624,73503.12350464816,77354.31220833081,73094.979148958,86212.62305346812,90514.4416908028,86792.23763928062,80453.32189979329,85047.74637650663,81346.93610171521,12
2021 01,TARRAGONA,568,2021,625,338,294,264.5,TARRAGONA,135436,26098,48014,NA,NA,5691,0,2021-01-04,48014,48014,26098,18631,81205.50091201346,82142.42398461606,76543.33799596231,94816.2603281375,96206.95003463735,90588.47517334422,89642.17085321997,91418.68975798288,86472.83306646137,01
2021 02,TARRAGONA,625,2021,622,568,453,350,TARRAGONA,135436,224339,224735,NA,NA,28470,0,2021-01-11,224735,224735,224339,18638,83079.34705721866,75732.36378359381,70438.51366092084,97597.6397411372,90662.50865588563,85163.64343187213,93195.20866274578,87897.91975641614,82917.10410876633,01
2021 03,TARRAGONA,622,2021,407,625,596.5,445.25,TARRAGONA,135436,25001,62820,NA,NA,26044,0,2021-01-18,62820,62820,25001,18645,68385.38050996895,58734.60333722561,56940.47783362161,83727.37757063405,74120.3368291069,71313.5166426882,82600.6308500865,74415.51845954981,70520.78245706376,01
2021 04,TARRAGONA,407,2021,261,622,623.5,538.25,TARRAGONA,135436,10068,15340,NA,NA,25498,0,2021-01-25,15340,15340,10068,18652,49083.82616448227,38148.59188364942,38184.0456652847,64513.29608757977,51964.524629490785,50995.31211537685,66230.40606901312,53143.645157711406,50914.05465887983,01
2021 05,TARRAGONA,261,2021,139,407,514.5,555.5,TARRAGONA,135436,22452,34267,NA,NA,23597,0,2021-02-01,34267,34267,22452,18659,27213.357602816563,17633.487993343777,23395.134676625992,39415.753171401804,27870.287401646776,33622.832683109664,40056.88424640969,27412.590858209864,32846.07448141743,02
2021 06,TARRAGONA,139,2021,79,261,334,478.75,TARRAGONA,135436,28262,39539,NA,NA,31418,0,2021-02-08,39539,39539,28262,18666,8053.618383870995,8641.677469602562,15257.445405716173,16324.821631891748,15281.140736728526,22100.649257151003,14768.297470010037,12548.50380512347,19163.67623086462,02
2021 07,TARRAGONA,79,2021,90,139,200,357.25,TARRAGONA,135436,3539,6818,NA,NA,25820,0,2021-02-15,6818,6818,3539,18673,9229.736555334128,12881.402818088562,13087.935066180033,14237.459841565309,16331.011112655224,17113.118384965666,10328.7101402369,10914.761603519388,11667.452228244063,02
2021 08,TARRAGONA,90,2021,57,79,109,221.5,TARRAGONA,135436,16893,1711,NA,NA,NA,NA,2021-02-23,1711,16893,16893,18681,16533.069080842994,17534.192662757498,16360.859271619236,18424.562383745142,18945.0960332028,18395.7684195535,11500.813066801871,10786.400651364665,10318.179253866232,02
2021 09,TARRAGONA,57,2021,46,90,84.5,142.25,TARRAGONA,135436,9237,5354,NA,NA,25260,0,2021-03-01,5354,9237,9237,18687,18535.316244672,19840.315725149907,19633.55316110207,19465.62968266046,20460.52572645177,20557.85011260105,10071.988235927458,9721.59690421309,10134.79392138141,03
2021 10,TARRAGONA,46,2021,71,57,73.5,91.25,TARRAGONA,135436,37137,17982,NA,NA,28667,0,2021-03-08,17982,37137,37137,18694,21145.31520562781,21732.91365944664,21240.50592662368,21455.421770243083,22170.604191999293,21830.910921469134,9371.205572498719,9483.187191398165,9706.708274410883,03
2021 11,TARRAGONA,71,2021,116,46,51.5,68,TARRAGONA,135436,14786,18467,NA,NA,23776,NA,2021-03-15,18467,18467,14786,18701,22320.512113265468,22640.69612809745,22717.051525268856,22885.786613755507,23201.296116486494,23220.01161434896,9595.168810297608,9691.819644608686,9958.016398631114,03
2021 12,TARRAGONA,116,2021,103,71,58.5,66,TARRAGONA,135436,28964,2585,NA,NA,23824,NA,2021-03-22,2585,28964,28964,18708,22960.88014292943,23701.189391091073,25393.249514931485,23516.80561921748,24269.419036698622,25846.23214538663,9788.470478919762,10432.845605864077,11825.869914573048,03
2021 13,TARRAGONA,103,2021,135,116,93.5,72.5,TARRAGONA,135436,23907,13663,NA,NA,23107,NA,2021-03-29,13663,23907,23907,18715,24441.498639252713,28145.80290176552,28836.63367569094,25022.032454179767,28491.168174286766,29101.511832937063,11077.220732808388,13959.92018453742,14498.015946311309,03
2021 14,TARRAGONA,135,2021,108,103,109.5,84,TARRAGONA,135436,14876,171,NA,NA,23684,NA,2021-04-06,171,14876,14876,18723,31850.107164278324,33972.07796029081,32169.524175123865,31960.303894393768,33933.6046291755,32267.81566610343,16842.61963626645,18563.18628675855,17302.587231722475,04
2021 15,TARRAGONA,108,2021,100,135,119,106.25,TARRAGONA,135436,11368,4884,NA,NA,25140,NA,2021-04-12,4884,11368,11368,18729,36094.04875630329,36193.2454484822,34791.28483199591,35906.90536395722,36044.46315792009,34768.07609975997,20283.75293725065,20645.254278907545,19746.311961660005,04
2021 16,TARRAGONA,100,2021,85,108,121.5,115.5,TARRAGONA,135436,106496,77866,NA,NA,24559,NA,2021-04-19,77866,106496,106496,18736,36292.442140661115,35610.49170370101,33780.858217672176,36182.02095188296,35602.547570344446,33820.59046021672,21006.755620564436,20929.437636561466,19932.29656922841,04
2021 17,TARRAGONA,85,2021,84,100,104,111.5,TARRAGONA,135436,3454,143,NA,NA,38248,NA,2021-04-26,143,3454,3454,18743,34928.5412667409,31368.47098686214,29906.128065008666,35023.07418880594,31596.717762513348,30140.884009431084,20852.119652558496,19219.33885954928,18220.772446134335,04
2021 18,TARRAGONA,84,2021,67,85,92.5,107,TARRAGONA,135436,34010,6667,NA,NA,27800,NA,2021-05-03,6667,34010,34010,18750,27808.40070698338,24201.764426316324,26430.274582510898,28170.361336220758,24679.22044851771,26512.209248724343,17586.558066540063,15512.107255707217,15742.52708787743,05
2021 19,TARRAGONA,67,2021,93,84,84.5,94.25,TARRAGONA,135436,6434,6049,NA,NA,28819,NA,2021-05-10,6049,6434,6434,18757,20595.128145649265,21492.078178159652,24038.4196318349,21188.079560814662,21427.70073493533,23692.23313789969,13437.656444874368,12265.715316205591,12985.888590949255,05
2021 20,TARRAGONA,93,2021,91,67,75.5,84,TARRAGONA,135436,17756,20259,NA,NA,23764,NA,2021-05-17,20259,20259,17756,18764,22389.02821067004,23875.074837353466,22958.426780184316,21667.321909056,22705.245827281662,22506.35563282023,11093.77418753681,10459.669926191304,10680.02125275294,05
2021 21,TARRAGONA,91,2021,105,93,80,82.25,TARRAGONA,135436,28867,13608,NA,NA,24859,NA,2021-05-24,13608,28867,28867,18771,25361.121464036893,24424.775382208973,23306.907596565507,23743.169745507326,23585.01053070512,23602.826307291947,9825.565664845793,9094.327189300302,9619.950087540186,05
2021 22,TARRAGONA,105,2021,105,91,92,83.75,TARRAGONA,135436,18602,16448,NA,NA,24037,NA,2021-05-31,16448,18602,18602,18778,23488.42930038105,22738.740355777543,23146.694734948367,23426.851315902917,24500.40678730223,26970.27308315292,8363.088713754809,8780.23024888908,11106.744030255624,05
2021 23,TARRAGONA,105,2021,95,105,98,89,TARRAGONA,135436,58500,968,NA,NA,24635,NA,2021-06-07,968,58500,58500,18785,21989.051411174034,21868.614087687754,22889.80636806854,25573.96225870154,30355.535635600714,32612.586099712815,9197.371784023348,13119.16087121096,15344.74603994282,06
2021 24,TARRAGONA,95,2021,118,105,105,98.5,TARRAGONA,135436,13556,6337,NA,NA,22104,NA,2021-06-14,6337,13556,13556,18792,21748.176764201475,23040.872380359535,26684.1624222562,35137.10901249989,40724.76541212339,42294.16578156756,17040.949958398567,21909.261830996573,23549.077269186313,06
2021 25,TARRAGONA,118,2021,426,95,100,99,TARRAGONA,135436,240,240,NA,NA,25833,NA,2021-06-21,240,240,240,18799,24333.56799651759,31499.71075682464,34186.920770652294,46312.421811746906,54232.7959275344,54579.285604080396,26777.57370359458,33978.99366716168,34581.296733562725,06
2021 26,TARRAGONA,426,2021,929,118,106.5,105.75,TARRAGONA,135436,200,93923,NA,NA,22609,NA,2021-06-28,93923,93923,200,18806,38665.85351713168,45332.96916094505,43061.22880496922,62153.17004332189,68433.8057960374,63917.353632263475,41180.413630728784,47253.33163612889,43392.42782649263,06
2021 27,TARRAGONA,929,2021,890,426,272,186,TARRAGONA,135436,81678,19689,NA,NA,23367,NA,2021-07-05,19689,81678,81678,18813,52000.08480475842,54622.7468531138,51818.50066980025,74714.4415487529,73601.91133699255,68750.9791812559,53326.249641528986,52805.861985823605,48410.33725961196,07
2021 28,TARRAGONA,890,2021,787,929,677.5,392,TARRAGONA,135436,92636,73777,NA,NA,20772,NA,2021-07-12,73777,92636,92636,18820,57245.40890146917,58304.032178655434,54341.89646230645,72489.3811252322,69068.15256647438,66042.16745563694,52285.47433011822,49567.34288309504,47289.419503067395,07
2021 29,TARRAGONA,787,2021,457,890,909.5,590.75,TARRAGONA,135436,73798,54401,NA,NA,21385,NA,2021-07-19,54401,73798,73798,18827,59362.6554558417,54061.046071499106,50030.70886792361,65646.92400771657,58482.4235742813,56210.883341504355,46849.21143607187,41772.9770203112,40237.95522479019,07
2021 30,TARRAGONA,457,2021,297,787,838.5,758,TARRAGONA,135436,16766,28180,NA,NA,22058,NA,2021-07-26,28180,28180,16766,18834,48759.436687156514,41757.38555719179,42595.35077633477,51317.92314084604,43353.61411653432,45067.47148873568,36696.74260455053,30908.56756648535,31173.858902807704,07
2021 31,TARRAGONA,297,2021,198,457,622,765.75,TARRAGONA,135436,2463,2958,NA,NA,24397,NA,2021-08-02,2958,2958,2463,18841,34755.33442722706,31129.655481170445,33191.61975661402,35389.3050922226,31652.519403190046,34217.95411492753,25120.392528420176,20574.740785304224,21512.786374228053,08
2021 32,TARRAGONA,198,2021,142,297,377,607.75,TARRAGONA,135436,62509,39241,NA,NA,23201,NA,2021-08-09,39241,62509,62509,18848,27503.976535113823,24625.85395603624,25231.212266893366,27915.73371415749,25082.29411332074,25582.884964093308,16029.089042188272,12117.005181970771,13431.868485106932,08
2021 33,TARRAGONA,142,2021,94,198,247.5,434.75,TARRAGONA,135436,25580,1372,NA,NA,22694,NA,2021-08-16,1372,25580,25580,18855,21747.731376958654,19332.769052616288,19677.047042960745,22248.854512483987,19513.25052499656,19747.065317331097,8204.921321753267,6288.996184909655,7654.812186723751,08
2021 34,TARRAGONA,94,2021,74,142,170,273.5,TARRAGONA,135436,6608,1465,NA,NA,22807,NA,2021-08-23,1465,6608,6608,18862,16917.80672827392,14728.24012988525,14520.816380259177,16777.646537509136,14411.836521341447,14436.996440526891,4373.07104806604,3192.6191914767464,3737.432559405221,08
2021 35,TARRAGONA,74,2021,51,94,118,182.75,TARRAGONA,135436,17249,2769,NA,NA,42161,NA,2021-08-30,2769,17249,17249,18869,12538.673531496577,9708.863707902061,9654.312107274278,12046.026505173762,9360.742356057213,9515.33245159288,2012.1673348874506,1185.8689339008024,1686.2022289669042,08
2021 36,TARRAGONA,51,2021,28,74,84,127,TARRAGONA,135436,364,364,NA,NA,23066,NA,2021-09-06,364,364,364,18876,6879.053884307543,4580.384084663301,5847.963418145864,6675.458206940667,4618.828381844304,5872.10730549992,359.5705329141517,179.78526645707717,741.5747685534913,09
2021 37,TARRAGONA,28,2021,30,51,62.5,90.25,TARRAGONA,135436,392,392,NA,NA,24134,NA,2021-09-13,392,392,392,18883,2281.7142850190567,1987.0631283896637,3261.27265120999,2562.1985567479414,2383.4722549426206,3608.7419363502845,0,297.2806032061955,683.7413186494427,09
2021 38,TARRAGONA,30,2021,25,28,39.5,61.75,TARRAGONA,135436,7590,180,NA,NA,24236,NA,2021-09-20,180,7590,7590,18890,1692.411971760269,1942.1612177566747,2048.3281106929126,2204.7459531372992,2598.65549085626,2800.256402821952,594.5612064123884,1187.6973708418236,1311.9617368125562,09
2021 39,TARRAGONA,25,2021,40,30,29,45.75,TARRAGONA,135436,1156,1553,NA,NA,23910,NA,2021-09-27,1553,1553,1156,18897,2191.9104637530786,2109.593092996158,2147.0975326764697,2992.56502857522,3217.040550701279,3524.852097397602,1780.8335352712563,2326.642870418932,2608.1888072939373,09
2021 40,TARRAGONA,40,2021,51,25,27.5,33.5,TARRAGONA,135436,1049,6194,NA,NA,16200,NA,2021-10-04,6194,6194,1049,18904,2027.2757222392347,2352.0338475962612,2768.1904976603305,3441.5160728273377,4451.048703938939,5317.552817003902,2872.4522055666052,4028.6802437460665,4591.2401139420235,10
2021 41,TARRAGONA,51,2021,63,40,32.5,30.75,TARRAGONA,135436,6480,4737,NA,NA,NA,NA,2021-10-12,4737,6480,6480,18912,2676.7919729532855,3426.7879023244996,4014.761527429655,5460.5813350505405,7418.065083306521,8385.43798120797,5184.908281925525,6855.8373574651305,7362.901778735545,10
2021 42,TARRAGONA,63,2021,32,51,45.5,36.5,TARRAGONA,135436,1905,2562,NA,NA,24491,NA,2021-10-18,2562,2562,1905,18918,4176.783831695711,5677.4892072630455,6364.8211339576255,9375.5488315625,12319.827258476997,12525.755556535816,8526.766433004734,10697.12331372504,10249.710502252037,10
2021 43,TARRAGONA,32,2021,32,63,57,44.75,TARRAGONA,135436,5046,1676,NA,NA,NA,NA,2021-10-26,1676,5046,5046,18926,7178.194582830377,9302.854365590747,9143.614572317474,15264.105685391492,17633.446029765106,16243.817926617457,12867.480194445343,13643.583647038959,12246.420729730025,10
2021 44,TARRAGONA,32,2021,58,32,47.5,46.5,TARRAGONA,135436,12280,44030,NA,NA,24692,NA,2021-11-02,44030,44030,12280,18933,11427.514148351116,12609.7399373719,12451.370562232472,20002.786374138723,20167.808594757913,19302.151650178097,14419.68709963257,13795.718145735027,13412.332652782583,11
2021 45,TARRAGONA,58,2021,91,32,32,44.5,TARRAGONA,135436,6581,9271,NA,NA,23865,NA,2021-11-08,9271,9271,6581,18939,13791.96572639268,15599.886758874192,15840.022835339287,20332.830815377103,20970.857270591077,21476.286104770028,13171.74919183748,13181.081658526224,14331.893115746067,11
2021 46,TARRAGONA,91,2021,191,58,45,46.25,TARRAGONA,135436,39161,10831,NA,NA,23381,NA,2021-11-15,10831,39161,39161,18946,17407.807791355703,19070.30573330667,19593.46064402855,21608.883725805055,22784.76361478214,24043.28738567477,13190.414125214964,14868.068085757122,16880.936420936523,11
2021 47,TARRAGONA,191,2021,294,91,74.5,53.25,TARRAGONA,135436,6343,2765,NA,NA,41978,NA,2021-11-22,2765,6343,6343,18953,20732.803675257637,23587.034529182903,18741.87003728592,23960.643503759227,27115.717500758456,24675.2051732772,16545.722046299277,20580.79118334684,18930.16027905851,11
